exch_no,stock_code,order_price,price_type,order_oper_way
1,600739,14.55,1,11
1,600740,8.12,1,11
1,600741,24.86,1,11
1,600742,12.37,1,11
1,600743,2.48,1,11
1,600744,2.84,1,11
1,600745,71.40,1,11
1,600746,6.74,1,11
1,600747,0.83,1,11
1,600748,7.03,1,11
1,600749,11.37,1,11
1,600750,13.16,1,11
1,600751,3.23,1,11
1,600753,17.69,1,11
1,600754,24.55,1,11
1,600755,7.86,1,11
1,600756,23.88,1,11
1,600757,6.64,1,11
1,600758,5.58,1,11
1,600759,3.30,1,11
1,600760,36.02,1,11
1,600761,9.77,1,11
1,600763,93.50,1,11
1,600764,33.41,1,11
1,600765,11.12,1,11
1,600766,9.53,1,11
1,600767,5.43,1,11
1,600768,11.46,1,11
1,600769,6.65,1,11
1,600770,5.92,1,11
1,600771,17.85,1,11
1,600773,6.08,1,11
1,600774,12.05,1,11
1,600775,12.64,1,11
1,600776,23.05,1,11
1,600777,2.13,1,11
1,600778,5.11,1,11
1,600779,46.25,1,11
1,600780,3.54,1,11
1,600781,5.73,1,11
1,600782,4.71,1,11
1,600783,14.88,1,11
1,600784,5.28,1,11
1,600785,15.49,1,11
1,600787,5.45,1,11
1,600789,6.82,1,11
1,600790,3.66,1,11
1,600791,3.93,1,11
1,600792,3.56,1,11
1,600793,18.56,1,11
1,600794,4.32,1,11
1,600795,2.50,1,11
1,600796,5.50,1,11
1,600797,9.11,1,11
1,600798,3.76,1,11
1,600800,5.92,1,11
1,600801,19.96,1,11
1,600802,7.76,1,11
1,600803,10.32,1,11
1,600804,7.49,1,11
1,600805,5.57,1,11
1,600806,1.47,1,11
1,600807,4.48,1,11
1,600808,2.77,1,11
1,600809,72.13,1,11
1,600810,8.31,1,11
1,600811,3.56,1,11
1,600812,8.31,1,11
1,600814,5.18,1,11
1,600815,3.05,1,11
1,600816,5.30,1,11
1,600817,7.46,1,11
1,600818,11.75,1,11
1,600819,4.62,1,11
1,600820,6.16,1,11
1,600821,5.69,1,11
1,600822,11.62,1,11
1,600823,4.25,1,11
1,600824,3.63,1,11
1,600825,4.80,1,11
1,600826,11.69,1,11
1,600827,9.17,1,11
1,600828,4.94,1,11
1,600829,7.54,1,11
1,600830,6.39,1,11
1,600831,10.18,1,11
1,600833,10.06,1,11
1,600834,7.19,1,11
1,600835,17.99,1,11
1,600836,4.12,1,11
1,600837,15.67,1,11
1,600838,6.72,1,11
1,600839,2.94,1,11
1,600841,7.64,1,11
1,600843,8.06,1,11
1,600844,4.32,1,11
1,600845,36.16,1,11
1,600846,8.61,1,11
1,600847,11.80,1,11
1,600848,27.41,1,11
1,601607,19.08,1,11
1,600850,28.50,1,11
1,600851,6.88,1,11
1,600853,3.38,1,11
1,600854,3.87,1,11
1,600855,14.87,1,11
1,600856,2.60,1,11
1,600857,9.30,1,11
1,600858,4.99,1,11
1,600859,15.18,1,11
1,600860,6.46,1,11
1,600861,9.59,1,11
1,600862,11.27,1,11
1,600863,3.25,1,11
1,600864,7.48,1,11
1,600865,6.04,1,11
1,600866,4.93,1,11
1,600867,18.95,1,11
1,600868,3.62,1,11
1,600869,4.89,1,11
1,600870,3.61,1,11
1,600871,2.39,1,11
1,600872,39.70,1,11
1,600873,4.55,1,11
1,600874,7.63,1,11
1,600875,10.15,1,11
1,600876,10.82,1,11
1,600877,6.29,1,11
1,600879,6.66,1,11
1,600880,3.82,1,11
1,600881,3.17,1,11
1,600882,15.27,1,11
1,600883,7.11,1,11
1,600884,11.50,1,11
1,600885,25.45,1,11
1,600886,9.30,1,11
1,600887,29.73,1,11
1,600888,4.98,1,11
1,600889,4.97,1,11
1,600890,5.20,1,11
1,600891,1.51,1,11
1,600892,5.30,1,11
1,600893,24.45,1,11
1,600894,8.35,1,11
1,600895,16.73,1,11
1,600896,4.20,1,11
1,600897,21.84,1,11
1,600898,7.90,1,11
1,600900,18.65,1,11
1,600960,3.66,1,11
1,600963,4.64,1,11
1,600966,4.06,1,11
1,600967,11.60,1,11
1,600969,6.90,1,11
1,600975,10.90,1,11
1,600976,17.91,1,11
1,600980,17.26,1,11
1,600985,10.60,1,11
1,600986,4.08,1,11
1,600988,5.54,1,11
1,600990,56.40,1,11
1,600992,7.55,1,11
1,600993,17.74,1,11
1,600995,7.70,1,11
1,600997,5.84,1,11
2,002017,17.29,1,11
2,002002,5.01,1,11
2,002003,6.29,1,11
2,002004,4.99,1,11
2,002005,1.43,1,11
2,002006,4.77,1,11
2,002007,33.24,1,11
2,002008,33.33,1,11
2,002009,8.51,1,11
2,002010,8.33,1,11
2,002011,5.15,1,11
2,002012,5.25,1,11
2,002013,7.03,1,11
2,002014,7.21,1,11
2,002015,5.70,1,11
2,002016,8.37,1,11
2,002018,0.61,1,11
2,002019,13.62,1,11
2,002020,13.58,1,11
2,002021,1.72,1,11
2,002022,10.04,1,11
2,002023,12.59,1,11
2,002024,10.93,1,11
2,002025,28.40,1,11
2,002026,5.51,1,11
2,002027,5.66,1,11
2,002028,11.48,1,11
2,002029,6.05,1,11
2,002030,10.96,1,11
2,002031,2.13,1,11
2,002032,70.34,1,11
2,002033,6.02,1,11
2,002034,16.71,1,11
2,002035,10.92,1,11
2,002036,14.02,1,11
2,002037,7.57,1,11
2,002038,14.27,1,11
1,600022,1.54,1,11
1,600143,7.04,1,11
1,600482,24.35,1,11
1,600961,9.70,1,11
1,600962,8.66,1,11
1,600965,9.07,1,11
1,600971,6.04,1,11
1,600973,3.91,1,11
1,600978,3.52,1,11
1,600979,4.18,1,11
1,600981,3.93,1,11
1,600982,3.19,1,11
1,600983,5.32,1,11
1,600984,8.60,1,11
1,600987,6.45,1,11
1,600027,3.95,1,11
2,002039,14.46,1,11
2,002040,7.80,1,11
1,600970,6.31,1,11
2,002041,10.07,1,11
2,002042,7.27,1,11
2,002043,5.50,1,11
2,002044,12.37,1,11
2,002045,6.76,1,11
2,002046,8.17,1,11
2,002047,5.43,1,11
2,002048,14.65,1,11
2,002049,57.38,1,11
2,002050,13.01,1,11
2,300150,4.23,1,11
2,002051,10.53,1,11
2,002052,5.06,1,11
2,002053,7.40,1,11
1,601001,4.44,1,11
1,601988,3.66,1,11
2,002054,8.45,1,11
2,002055,11.20,1,11
2,002056,7.18,1,11
1,600048,13.95,1,11
2,002057,12.10,1,11
2,002058,14.05,1,11
2,002059,5.84,1,11
1,601006,7.78,1,11
2,002060,3.07,1,11
2,002061,5.55,1,11
2,002062,3.65,1,11
2,002063,10.75,1,11
2,002064,5.16,1,11
2,002065,7.42,1,11
2,002066,8.22,1,11
1,601111,8.40,1,11
2,002067,3.33,1,11
2,002068,5.27,1,11
2,300016,9.61,1,11
2,300271,22.15,1,11
1,601699,7.72,1,11
2,002069,3.22,1,11
2,002279,6.94,1,11
2,002070,0.71,1,11
2,002071,3.68,1,11
2,002072,4.55,1,11
1,601588,3.47,1,11
2,002073,6.63,1,11
1,600017,3.06,1,11
2,002074,13.92,1,11
2,002075,8.01,1,11
2,002076,2.80,1,11
1,601398,5.55,1,11
2,002079,7.47,1,11
2,002078,8.33,1,11
2,002077,6.33,1,11
1,600018,6.04,1,11
2,002080,10.99,1,11
2,002081,9.94,1,11
2,002082,9.71,1,11
1,601666,4.03,1,11
2,002083,5.79,1,11
2,002084,5.20,1,11
2,002085,7.31,1,11
2,002086,3.77,1,11
2,002087,3.63,1,11
2,002088,12.16,1,11
2,002089,2.22,1,11
1,601872,4.67,1,11
2,002090,11.80,1,11
2,002091,5.78,1,11
2,002092,7.26,1,11
1,601991,2.78,1,11
2,002095,27.30,1,11
2,002094,5.28,1,11
2,002093,9.64,1,11
2,002102,2.25,1,11
2,002101,6.96,1,11
2,002099,7.55,1,11
2,002100,10.29,1,11
2,002097,6.08,1,11
2,002096,6.11,1,11
2,002098,6.61,1,11
2,002103,4.47,1,11
2,002105,5.10,1,11
1,601333,3.23,1,11
2,002104,7.53,1,11
2,002110,8.61,1,11
2,002108,3.72,1,11
2,002106,8.45,1,11
2,002109,3.81,1,11
1,601002,6.48,1,11
1,601628,29.28,1,11
2,002107,8.56,1,11
2,002111,15.31,1,11
2,002121,5.26,1,11
2,002112,7.33,1,11
2,002114,8.76,1,11
2,002115,8.98,1,11
2,002120,35.78,1,11
2,002113,1.85,1,11
2,002116,8.54,1,11
2,002117,10.90,1,11
1,601166,17.81,1,11
2,002118,7.13,1,11
2,002119,16.93,1,11
1,601003,5.57,1,11
2,002124,12.53,1,11
1,601005,1.93,1,11
1,601318,89.56,1,11
2,002123,17.83,1,11
1,601007,10.39,1,11
2,002125,5.58,1,11
2,300318,4.10,1,11
2,002122,2.10,1,11
2,002126,7.49,1,11
1,601008,4.42,1,11
2,002130,4.85,1,11
2,002129,12.28,1,11
2,002127,9.91,1,11
2,002131,1.84,1,11
2,002132,3.06,1,11
2,002134,13.45,1,11
2,002135,5.58,1,11
2,002136,8.62,1,11
2,002133,3.38,1,11
2,000338,12.30,1,11
2,002128,8.63,1,11
1,601998,5.82,1,11
2,002139,6.27,1,11
1,601328,5.64,1,11
1,601600,3.80,1,11
2,002137,6.95,1,11
2,002138,24.50,1,11
2,002170,3.44,1,11
2,002140,8.09,1,11
1,601919,4.91,1,11
1,601168,5.97,1,11
2,002144,10.20,1,11
2,002143,0.55,1,11
2,002141,3.72,1,11
2,002142,24.59,1,11
1,601009,8.34,1,11
2,002153,40.62,1,11
2,002146,8.56,1,11
2,002159,14.88,1,11
2,002148,5.79,1,11
2,002150,5.55,1,11
2,002152,7.25,1,11
2,002149,8.73,1,11
2,002147,2.13,1,11
2,002157,17.72,1,11
2,002155,9.63,1,11
2,002151,23.43,1,11
2,002156,10.09,1,11
2,002145,4.17,1,11
2,002158,8.53,1,11
2,002168,8.36,1,11
2,002160,3.31,1,11
2,002161,7.67,1,11
2,002254,10.81,1,11
2,002154,3.08,1,11
2,002164,4.37,1,11
2,002162,3.44,1,11
2,002163,5.07,1,11
2,002169,7.14,1,11
2,002167,7.18,1,11
2,002175,2.10,1,11
2,002171,6.78,1,11
2,002165,4.95,1,11
2,002192,18.07,1,11
2,002166,8.12,1,11
2,002172,3.77,1,11
2,002174,15.93,1,11
1,601169,5.52,1,11
2,002173,6.32,1,11
2,002176,4.36,1,11
2,002179,41.83,1,11
2,002177,6.04,1,11
2,002180,29.28,1,11
1,601939,7.14,1,11
2,002178,4.14,1,11
1,601808,12.60,1,11
2,300477,10.22,1,11
2,002183,4.63,1,11
2,002185,6.13,1,11
2,002182,9.30,1,11
2,002184,11.17,1,11
1,601088,19.53,1,11
2,002189,22.78,1,11
1,601857,6.32,1,11
2,002188,3.05,1,11
2,002187,8.38,1,11
2,002186,10.95,1,11
2,002196,5.76,1,11
2,002208,6.98,1,11
2,002193,8.98,1,11
2,002190,19.11,1,11
2,002191,11.52,1,11
2,002194,20.46,1,11
2,002195,3.80,1,11
2,300213,7.28,1,11
2,002200,5.95,1,11
2,002199,15.56,1,11
2,002198,6.76,1,11
1,601390,6.31,1,11
1,601918,3.05,1,11
2,002197,8.77,1,11
2,002201,26.38,1,11
2,002203,10.48,1,11
1,601999,6.02,1,11
2,002202,13.58,1,11
1,601866,2.70,1,11
2,002204,3.58,1,11
2,002205,20.43,1,11
1,601601,38.23,1,11
2,002207,6.49,1,11
2,002206,3.85,1,11
2,002209,7.13,1,11
2,002210,1.41,1,11
2,002211,7.79,1,11
2,002213,9.83,1,11
1,601099,3.75,1,11
2,002212,17.56,1,11
2,002216,9.52,1,11
1,601899,3.56,1,11
2,002215,6.71,1,11
2,002214,11.66,1,11
2,002226,5.57,1,11
2,002217,6.48,1,11
2,002218,3.22,1,11
2,002222,11.82,1,11
1,601898,5.14,1,11
2,002221,8.28,1,11
2,002220,1.39,1,11
2,002224,6.93,1,11
2,002219,2.94,1,11
1,601958,7.29,1,11
1,601186,9.92,1,11
2,002223,22.78,1,11
2,002225,4.45,1,11
2,002228,4.22,1,11
2,002227,11.75,1,11
2,002244,4.05,1,11
2,002230,34.42,1,11
2,002237,15.50,1,11
2,002235,8.18,1,11
2,002232,9.23,1,11
2,002231,7.75,1,11
2,002249,4.48,1,11
2,002229,7.00,1,11
2,002253,15.16,1,11
2,002234,35.81,1,11
2,002246,8.68,1,11
2,002233,10.06,1,11
2,002243,15.17,1,11
2,002236,17.63,1,11
2,002265,10.70,1,11
2,002252,8.98,1,11
2,002240,7.91,1,11
2,002247,3.25,1,11
2,002239,1.85,1,11
2,002238,8.77,1,11
2,002242,23.08,1,11
2,002245,3.86,1,11
2,002241,14.37,1,11
2,002248,8.48,1,11
2,002263,1.82,1,11
2,002274,7.94,1,11
2,002251,7.69,1,11
2,002256,2.97,1,11
2,002261,6.02,1,11
2,002255,4.27,1,11
2,002259,1.93,1,11
2,002262,13.25,1,11
2,002264,5.13,1,11
2,002260,3.15,1,11
2,002258,12.71,1,11
2,002250,13.15,1,11
1,601668,5.76,1,11
2,002267,7.25,1,11
2,002268,31.83,1,11
2,002271,21.59,1,11
2,002269,2.29,1,11
2,002270,5.62,1,11
2,002272,5.06,1,11
2,002266,4.84,1,11
2,002275,14.00,1,11
2,002273,13.06,1,11
2,002396,28.48,1,11
1,601107,3.81,1,11
1,601766,7.67,1,11
1,601788,12.31,1,11
2,002276,5.87,1,11
2,002282,9.39,1,11
2,002284,5.22,1,11
2,002283,3.87,1,11
2,002362,16.44,1,11
2,002277,3.34,1,11
1,601727,5.33,1,11
2,002278,6.27,1,11
2,002461,6.30,1,11
2,002280,3.67,1,11
2,002285,4.19,1,11
2,002281,31.34,1,11
2,002287,21.82,1,11
2,002286,6.10,1,11
2,002288,5.14,1,11
2,002289,7.30,1,11
2,300370,3.88,1,11
2,002290,5.05,1,11
2,002296,6.93,1,11
2,002295,7.86,1,11
2,002291,5.29,1,11
2,002300,7.15,1,11
2,002292,6.64,1,11
2,002293,9.33,1,11
2,002294,23.83,1,11
1,600999,17.88,1,11
2,002297,7.94,1,11
2,300002,3.97,1,11
2,002599,4.84,1,11
1,601126,6.07,1,11
1,601633,8.43,1,11
2,002467,6.23,1,11
2,002446,10.24,1,11
2,002448,5.42,1,11
2,002438,7.90,1,11
2,002490,4.28,1,11
2,002419,12.19,1,11
2,300445,14.65,1,11
2,300353,16.83,1,11
2,300444,6.78,1,11
2,002298,7.71,1,11
2,002506,6.31,1,11
1,601888,91.11,1,11
2,002299,27.67,1,11
2,002301,11.70,1,11
2,002489,3.50,1,11
1,601989,6.04,1,11
2,002304,104.53,1,11
2,002306,2.74,1,11
2,002365,8.90,1,11
2,002302,11.70,1,11
2,002307,6.20,1,11
2,002350,6.04,1,11
2,002315,18.83,1,11
2,002305,2.32,1,11
2,002303,5.14,1,11
2,002308,4.74,1,11
2,002756,14.49,1,11
2,002310,5.46,1,11
1,601139,6.21,1,11
2,002309,6.95,1,11
2,002311,33.75,1,11
2,002312,3.93,1,11
2,002523,3.60,1,11
1,601618,2.97,1,11
2,002313,20.88,1,11
2,002314,3.41,1,11
2,002316,8.60,1,11
2,002356,2.29,1,11
1,601117,5.94,1,11
2,002318,8.04,1,11
2,002327,6.90,1,11
2,002317,10.70,1,11
2,002319,10.93,1,11
2,002474,8.71,1,11
2,002321,6.43,1,11
2,300010,9.71,1,11
2,300001,17.26,1,11
2,002325,3.27,1,11
2,002331,11.29,1,11
2,300004,4.75,1,11
2,300008,3.63,1,11
2,300003,27.69,1,11
2,300006,4.92,1,11
2,300007,14.08,1,11
2,300014,43.55,1,11
2,300009,15.83,1,11
2,300011,6.38,1,11
2,300005,3.87,1,11
2,300013,9.09,1,11
1,601801,6.03,1,11
2,002328,3.87,1,11
2,300023,8.80,1,11
2,300012,12.50,1,11
2,300018,6.16,1,11
2,300071,2.94,1,11
2,300017,11.92,1,11
2,300015,33.96,1,11
2,300019,8.44,1,11
2,300020,9.39,1,11
2,300028,0.85,1,11
2,300022,4.17,1,11
2,300024,15.36,1,11
2,300021,5.48,1,11
2,300033,118.30,1,11
2,002320,8.57,1,11
1,601877,23.65,1,11
2,300027,4.66,1,11
2,300026,3.47,1,11
2,300025,6.66,1,11
2,002324,10.68,1,11
2,002322,14.04,1,11
2,002323,1.31,1,11
2,002326,9.23,1,11
2,002330,7.02,1,11
2,002329,4.49,1,11
2,002333,4.17,1,11
2,002332,8.15,1,11
2,002334,5.31,1,11
2,002336,5.52,1,11
2,002337,4.14,1,11
2,002335,19.21,1,11
2,002338,14.01,1,11
2,002340,4.78,1,11
2,002561,8.36,1,11
2,002339,6.33,1,11
2,002341,6.06,1,11
2,002344,4.49,1,11
2,300031,12.16,1,11
2,300139,10.83,1,11
2,002342,3.44,1,11
2,002538,5.25,1,11
2,002343,8.73,1,11
2,002345,4.52,1,11
2,002346,12.44,1,11
2,002347,4.77,1,11
2,002348,3.39,1,11
2,002381,8.25,1,11
2,300034,17.98,1,11
2,300032,3.17,1,11
2,002349,5.69,1,11
1,601678,6.06,1,11
2,002351,6.55,1,11
2,002352,38.70,1,11
2,002591,8.40,1,11
2,002355,7.00,1,11
2,002353,26.75,1,11
2,300029,7.51,1,11
2,002354,3.07,1,11
2,300035,5.71,1,11
2,300247,3.01,1,11
2,300036,17.78,1,11
2,300030,6.09,1,11
2,002359,2.28,1,11
2,002358,8.60,1,11
2,002549,5.93,1,11
2,300041,10.70,1,11
2,300038,10.17,1,11
2,300037,25.85,1,11
2,002357,6.39,1,11
2,002455,6.86,1,11
2,002370,10.24,1,11
2,002375,5.76,1,11
1,601688,20.66,1,11
2,002369,8.60,1,11
2,300040,6.03,1,11
1,601058,4.17,1,11
2,002360,5.43,1,11
2,002364,11.34,1,11
2,300039,4.68,1,11
2,002367,8.29,1,11
2,002366,9.29,1,11
1,601179,3.66,1,11
2,002361,4.57,1,11
2,002368,34.80,1,11
2,002374,3.02,1,11
2,300042,14.72,1,11
2,300045,9.49,1,11
2,300049,8.29,1,11
2,300047,9.13,1,11
2,002371,68.58,1,11
2,300048,2.74,1,11
2,002373,18.83,1,11
2,002380,16.09,1,11
2,002566,6.70,1,11
2,002372,15.66,1,11
2,002376,13.05,1,11
2,002397,5.26,1,11
1,601106,3.17,1,11
2,002378,6.36,1,11
2,300050,5.96,1,11
2,300044,7.92,1,11
2,300046,18.27,1,11
2,300043,5.26,1,11
1,603199,25.75,1,11
2,002383,11.02,1,11
2,002363,5.81,1,11
2,002379,4.38,1,11
2,002382,14.26,1,11
2,002421,4.04,1,11
2,300277,7.41,1,11
2,300051,6.60,1,11
2,002392,3.62,1,11
2,002630,2.80,1,11
2,002385,5.52,1,11
2,002384,22.29,1,11
2,002386,6.07,1,11
2,002377,4.15,1,11
2,300052,10.53,1,11
2,300054,10.47,1,11
2,300264,5.53,1,11
2,002394,9.89,1,11
2,002393,25.50,1,11
1,601158,5.76,1,11
2,002388,8.36,1,11
2,300053,12.04,1,11
2,300057,5.31,1,11
2,300055,6.59,1,11
2,300056,6.07,1,11
2,300058,6.49,1,11
2,002407,14.16,1,11
2,002387,16.61,1,11
2,002395,23.60,1,11
2,002389,11.49,1,11
2,002398,5.83,1,11
2,002390,5.51,1,11
2,002391,8.62,1,11
1,601101,5.77,1,11
2,002399,21.63,1,11
2,002410,37.30,1,11
2,002408,7.31,1,11
2,002401,12.71,1,11
2,002400,3.06,1,11
2,002404,5.65,1,11
2,002406,5.76,1,11
2,300059,16.42,1,11
2,002808,10.30,1,11
2,002405,17.14,1,11
2,002403,8.37,1,11
2,002402,14.42,1,11
2,002409,19.66,1,11
2,002412,11.43,1,11
1,601010,3.25,1,11
2,002411,17.10,1,11
2,300061,9.31,1,11
2,002416,5.84,1,11
2,002415,34.00,1,11
2,002414,23.00,1,11
2,002413,6.57,1,11
2,300098,7.87,1,11
2,300062,5.78,1,11
2,300087,8.15,1,11
2,300066,4.96,1,11
2,002433,4.77,1,11
2,002417,10.38,1,11
2,002425,6.27,1,11
2,300063,3.18,1,11
2,300065,14.16,1,11
2,300064,3.87,1,11
2,300068,12.16,1,11
2,002418,3.28,1,11
2,002420,3.32,1,11
1,601369,6.60,1,11
2,002422,28.53,1,11
2,002423,9.62,1,11
2,002428,9.31,1,11
2,002442,5.53,1,11
2,002424,9.44,1,11
2,002426,2.94,1,11
2,002427,12.03,1,11
2,002431,3.40,1,11
2,002456,10.73,1,11
1,601188,3.19,1,11
1,601518,2.74,1,11
2,002644,6.96,1,11
2,002430,14.40,1,11
2,002447,3.44,1,11
2,002459,12.19,1,11
2,300073,27.25,1,11
2,300070,7.30,1,11
2,002432,5.66,1,11
2,002429,3.03,1,11
2,002434,7.26,1,11
2,002436,7.80,1,11
2,300076,5.79,1,11
2,300072,7.26,1,11
2,300105,5.01,1,11
2,300069,14.10,1,11
2,300067,4.31,1,11
2,002435,4.22,1,11
2,002440,12.65,1,11
2,002437,3.72,1,11
2,002443,7.11,1,11
2,002622,3.99,1,11
2,300080,6.02,1,11
2,300075,12.68,1,11
2,002613,2.83,1,11
2,300078,12.58,1,11
2,300074,4.80,1,11
2,300079,5.61,1,11
2,300083,3.19,1,11
2,002439,34.48,1,11
1,603002,4.15,1,11
1,601012,27.62,1,11
2,300077,6.93,1,11
2,300082,6.06,1,11
2,002469,4.18,1,11
2,002441,7.44,1,11
2,300235,11.13,1,11
2,300084,5.16,1,11
2,002444,11.16,1,11
2,002492,4.82,1,11
2,002466,24.79,1,11
2,002445,1.53,1,11
2,300238,24.41,1,11
2,300086,5.36,1,11
2,300101,10.09,1,11
1,601118,4.80,1,11
2,002449,11.99,1,11
2,300091,4.36,1,11
2,300081,10.31,1,11
2,002450,3.52,1,11
2,002458,25.48,1,11
2,002451,10.45,1,11
2,300272,5.23,1,11
2,300088,7.91,1,11
2,300090,1.81,1,11
2,300096,9.02,1,11
2,002457,8.21,1,11
2,002529,6.72,1,11
1,601000,2.61,1,11
2,002452,4.30,1,11
2,002454,5.06,1,11
2,002453,6.56,1,11
2,002460,22.32,1,11
2,300085,18.21,1,11
1,601717,6.89,1,11
2,300179,5.36,1,11
2,300097,10.56,1,11
2,002463,27.12,1,11
2,002462,16.86,1,11
2,300099,7.97,1,11
2,300093,12.54,1,11
2,002464,7.80,1,11
1,601718,4.05,1,11
2,300253,15.77,1,11
2,300094,4.49,1,11
2,300089,3.84,1,11
2,300124,23.98,1,11
2,300152,4.06,1,11
2,300321,15.37,1,11
2,300095,6.47,1,11
2,300245,10.78,1,11
2,300092,7.42,1,11
2,300100,6.89,1,11
2,002496,2.90,1,11
2,300103,10.31,1,11
2,300102,5.28,1,11
2,002465,10.44,1,11
1,601018,3.96,1,11
2,002484,7.12,1,11
2,300126,5.62,1,11
1,601288,3.52,1,11
2,002468,23.95,1,11
2,300104,1.86,1,11
2,300110,4.66,1,11
2,300173,4.76,1,11
2,002476,5.72,1,11
2,002470,3.56,1,11
2,300107,8.48,1,11
2,300305,9.12,1,11
1,601177,11.45,1,11
1,603003,9.12,1,11
1,601377,6.79,1,11
2,300106,7.18,1,11
2,300113,19.27,1,11
2,300114,13.04,1,11
2,300112,8.82,1,11
2,300133,7.31,1,11
2,300129,4.51,1,11
2,300118,13.02,1,11
2,300116,1.51,1,11
2,300109,17.13,1,11
2,300111,2.65,1,11
2,300117,4.10,1,11
2,002478,6.11,1,11
2,002471,2.82,1,11
2,300156,2.46,1,11
2,300115,14.69,1,11
2,300108,4.68,1,11
2,002473,8.31,1,11
2,002527,5.30,1,11
2,002530,10.05,1,11
2,002614,12.68,1,11
2,002472,5.35,1,11
2,002569,9.85,1,11
2,002595,19.45,1,11
2,002475,24.37,1,11
1,601098,13.07,1,11
2,300120,6.54,1,11
2,300128,4.17,1,11
2,002479,7.76,1,11
2,002477,0.20,1,11
2,002480,4.35,1,11
2,002481,8.80,1,11
2,300121,7.55,1,11
2,300119,15.19,1,11
1,601818,3.95,1,11
2,300125,16.73,1,11
2,002486,4.68,1,11
2,002485,7.04,1,11
2,002482,5.12,1,11
2,002500,8.26,1,11
2,002521,5.65,1,11
2,300123,8.41,1,11
2,300122,50.80,1,11
2,002488,7.80,1,11
2,002487,4.65,1,11
2,002495,3.08,1,11
2,002615,6.02,1,11
2,300127,21.79,1,11
1,600998,13.63,1,11
2,002518,9.20,1,11
2,002493,11.35,1,11
2,002491,7.50,1,11
1,601028,4.68,1,11
2,002483,4.45,1,11
2,300134,20.48,1,11
2,300130,19.00,1,11
2,300135,2.83,1,11
2,300329,7.46,1,11
2,002497,6.59,1,11
2,002494,5.22,1,11
1,601996,3.08,1,11
2,300401,13.46,1,11
2,300131,6.08,1,11
2,002498,2.98,1,11
2,300137,7.99,1,11
2,300132,10.86,1,11
2,002643,13.10,1,11
2,002805,12.27,1,11
2,300138,7.20,1,11
2,300136,34.36,1,11
2,002889,25.33,1,11
2,300142,27.98,1,11
2,002499,4.05,1,11
2,002501,1.22,1,11
2,002502,3.22,1,11
2,300141,6.81,1,11
2,300140,10.63,1,11
2,002511,13.64,1,11
2,002510,3.91,1,11
2,002505,1.97,1,11
2,002504,3.15,1,11
2,002554,3.31,1,11
2,002508,27.45,1,11
2,002738,17.15,1,11
2,300154,6.12,1,11
2,300331,26.55,1,11
2,002509,1.77,1,11
2,002503,2.45,1,11
2,300144,26.21,1,11
2,300143,8.64,1,11
2,300325,4.52,1,11
2,002514,5.99,1,11
2,002507,23.62,1,11
2,002513,5.54,1,11
1,601777,4.08,1,11
1,601880,2.07,1,11
2,002515,5.25,1,11
2,300145,3.80,1,11
2,300148,4.54,1,11
2,002520,7.28,1,11
2,002512,5.15,1,11
2,300168,13.36,1,11
2,300158,5.31,1,11
2,002516,2.88,1,11
2,002517,3.12,1,11
1,603167,9.33,1,11
2,002519,4.37,1,11
1,601558,1.17,1,11
2,300157,4.84,1,11
2,002522,5.89,1,11
2,300146,19.75,1,11
2,300149,14.31,1,11
2,002743,6.47,1,11
2,002547,10.59,1,11
2,300155,5.22,1,11
2,300151,9.20,1,11
2,002606,5.95,1,11
2,002524,6.71,1,11
2,002528,4.59,1,11
2,300147,6.63,1,11
2,300153,7.01,1,11
2,002526,2.41,1,11
2,002532,6.56,1,11
2,002534,6.72,1,11
2,002531,7.45,1,11
2,300169,5.42,1,11
2,300162,7.79,1,11
2,300161,16.46,1,11
2,002540,4.32,1,11
2,002702,4.84,1,11
2,002567,11.79,1,11
1,601933,9.30,1,11
2,300191,24.69,1,11
2,300159,4.87,1,11
2,300165,5.83,1,11
2,300223,57.30,1,11
2,002535,3.45,1,11
2,002609,10.13,1,11
2,300164,5.38,1,11
2,300163,3.92,1,11
2,300160,3.66,1,11
2,002536,5.34,1,11
2,002557,25.33,1,11
2,002539,4.81,1,11
1,601890,6.54,1,11
2,002533,5.06,1,11
2,300170,14.11,1,11
2,300174,20.00,1,11
2,300166,13.86,1,11
2,300167,6.62,1,11
2,002537,8.43,1,11
2,300172,5.51,1,11
2,300171,8.11,1,11
2,300194,6.21,1,11
2,300175,5.67,1,11
2,300180,10.30,1,11
2,002545,6.64,1,11
2,002550,5.09,1,11
2,002544,14.01,1,11
2,002541,7.67,1,11
1,601116,14.76,1,11
2,002570,5.82,1,11
2,002551,5.07,1,11
2,300177,9.03,1,11
2,300178,6.52,1,11
2,300176,11.96,1,11
2,002542,4.05,1,11
2,300181,5.58,1,11
1,601700,6.26,1,11
1,601137,11.50,1,11
2,300216,2.00,1,11
2,300193,9.15,1,11
2,300183,15.30,1,11
2,300197,3.39,1,11
2,002543,9.70,1,11
1,601519,9.42,1,11
2,002552,9.52,1,11
2,002546,4.50,1,11
1,601799,69.92,1,11
2,300184,8.28,1,11
2,300182,3.95,1,11
2,002769,9.41,1,11
1,601616,3.47,1,11
2,300340,15.43,1,11
2,300203,19.44,1,11
2,002558,18.33,1,11
2,002555,17.77,1,11
2,002548,11.52,1,11
2,300229,13.90,1,11
2,002706,7.61,1,11
2,002559,5.76,1,11
1,601216,3.23,1,11
