pass_no,out_acco,exch_no,stock_code,order_id,report_date,report_time,report_no,wtdraw_qty
1,4242pd052,1,600130,289110,20191009,100000,G289110,200.00
1,4747pd009,1,601211,289111,20191009,100000,G289111,200.00
1,4444pd3,1,600322,289112,20191009,100000,G289112,200.00
1,4242pd010,1,601007,289113,20191009,100000,G289113,200.00
1,4747pd005,2,002800,289114,20191009,100000,G289114,200.00
1,4343pd098,1,600776,289115,20191009,100000,G289115,200.00
1,4747pd024,1,600188,289116,20191009,100000,G289116,200.00
1,4545pd091,2,002381,289117,20191009,100000,G289117,200.00
1,4949pd066,2,300258,289118,20191009,100000,G289118,200.00
1,4747pd064,1,601366,289119,20191009,100000,G289119,200.00
1,4848pd070,2,300591,289120,20191009,100000,G289120,200.00
1,4747pd055,2,002787,289121,20191009,100000,G289121,200.00
1,4646pd053,2,000423,289122,20191009,100000,G289122,200.00
1,4343pd080,1,600704,289123,20191009,100000,G289123,200.00
1,4040pd064,2,002702,289124,20191009,100000,G289124,200.00
1,4040pd014,2,002450,289125,20191009,100000,G289125,200.00
1,4949pd076,2,002461,289126,20191009,100000,G289126,200.00
1,4747pd064,2,002665,289127,20191009,100000,G289127,200.00
1,4949pd010,2,300692,289128,20191009,100000,G289128,200.00
1,4040pd025,1,600119,289129,20191009,100000,G289129,200.00
1,4444pd074,2,002115,289130,20191009,100000,G289130,200.00
1,4949pd098,1,600328,289131,20191009,100000,G289131,200.00
1,4848pd076,2,300611,289132,20191009,100000,G289132,200.00
1,4444pd061,2,002075,289133,20191009,100000,G289133,200.00
1,4545pd081,2,002421,289134,20191009,100000,G289134,200.00
1,4848pd003,1,603778,289135,20191009,100000,G289135,200.00
1,4343pd007,1,600368,289136,20191009,100000,G289136,200.00
1,4949pd089,1,688010,289137,20191009,100000,G289137,200.00
1,4848pd055,1,603180,289138,20191009,100000,G289138,200.00
1,4646pd034,2,000830,289139,20191009,100000,G289139,200.00
1,4444pd027,2,002096,289140,20191009,100000,G289140,200.00
1,4545pd046,2,002356,289141,20191009,100000,G289141,200.00
1,4747pd014,2,300409,289142,20191009,100000,G289142,200.00
1,4444pd062,2,002076,289143,20191009,100000,G289143,200.00
1,4848pd008,1,603900,289144,20191009,100000,G289144,200.00
1,4848pd029,1,603080,289145,20191009,100000,G289145,200.00
1,4848pd027,1,603966,289146,20191009,100000,G289146,200.00
1,4343pd093,1,600753,289147,20191009,100000,G289147,200.00
1,4949pd031,1,603605,289148,20191009,100000,G289148,200.00
1,4343pd087,2,002126,289149,20191009,100000,G289149,200.00
1,4848pd087,1,600908,289150,20191009,100000,G289150,200.00
1,4949pd040,1,603676,289151,20191009,100000,G289151,200.00
1,4747pd022,2,300398,289152,20191009,100000,G289152,200.00
1,4646pd062,2,300322,289153,20191009,100000,G289153,200.00
1,4747pd011,1,603355,289154,20191009,100000,G289154,200.00
1,4949pd050,1,603301,289155,20191009,100000,G289155,200.00
1,4242pd074,1,600225,289156,20191009,100000,G289156,200.00
1,4444pd5,1,601366,289157,20191009,100000,G289157,200.00
1,4646pd068,2,300344,289158,20191009,100000,G289158,200.00
1,4646pd032,2,000922,289159,20191009,100000,G289159,200.00
1,4747pd074,1,603131,289160,20191009,100000,G289160,200.00
1,4545pd082,2,300051,289161,20191009,100000,G289161,200.00
1,4444pd5,1,600803,289162,20191009,100000,G289162,200.00
1,4747pd017,1,601021,289163,20191009,100000,G289163,200.00
1,4040pd088,2,300214,289164,20191009,100000,G289164,200.00
1,4343pd053,2,002702,289165,20191009,100000,G289165,200.00
1,4141pd047,2,000590,289166,20191009,100000,G289166,200.00
1,4141pd081,2,000767,289167,20191009,100000,G289167,200.00
1,4949pd097,1,688188,289168,20191009,100000,G289168,200.00
1,4444pd045,1,600961,289169,20191009,100000,G289169,200.00
1,4545pd056,2,002320,289170,20191009,100000,G289170,200.00
1,4242pd1,2,002558,289171,20191009,100000,G289171,200.00
1,4242pd054,2,300293,289172,20191009,100000,G289172,200.00
1,4444pd043,2,300311,289173,20191009,100000,G289173,200.00
1,4646pd090,2,002748,289174,20191009,100000,G289174,200.00
1,4242pd067,1,600196,289175,20191009,100000,G289175,200.00
1,4848pd087,2,300666,289176,20191009,100000,G289176,200.00
1,4040pd057,2,002517,289177,20191009,100000,G289177,200.00
1,4747pd001,1,601595,289178,20191009,100000,G289178,200.00
1,4646pd019,2,002610,289179,20191009,100000,G289179,200.00
1,4040pd019,2,300179,289180,20191009,100000,G289180,200.00
1,4343pd014,1,600397,289181,20191009,100000,G289181,200.00
1,4343pd053,1,600376,289182,20191009,100000,G289182,200.00
1,4040pd076,2,002546,289183,20191009,100000,G289183,200.00
1,4949pd085,2,300765,289184,20191009,100000,G289184,200.00
1,4141pd056,2,000632,289185,20191009,100000,G289185,200.00
1,4141pd2,1,603801,289186,20191009,100000,G289186,200.00
1,4444pd013,1,600836,289187,20191009,100000,G289187,200.00
1,4444pd015,1,600844,289188,20191009,100000,G289188,200.00
1,4848pd087,1,603286,289189,20191009,100000,G289189,200.00
1,4747pd088,1,603258,289190,20191009,100000,G289190,200.00
1,4848pd035,1,603626,289191,20191009,100000,G289191,200.00
1,4949pd073,2,002947,289192,20191009,100000,G289192,200.00
1,4747pd056,2,002821,289193,20191009,100000,G289193,200.00
1,4646pd008,1,600589,289194,20191009,100000,G289194,200.00
1,4242pd041,1,600083,289195,20191009,100000,G289195,200.00
1,4444pd019,1,600863,289196,20191009,100000,G289196,200.00
1,4646pd096,2,300387,289197,20191009,100000,G289197,200.00
1,4545pd073,2,002367,289198,20191009,100000,G289198,200.00
1,4444pd045,1,600965,289199,20191009,100000,G289199,200.00
1,4141pd046,2,000587,289200,20191009,100000,G289200,200.00
1,4141pd047,2,000592,289201,20191009,100000,G289201,200.00
1,4545pd052,1,600908,289202,20191009,100000,G289202,200.00
1,4747pd042,1,600778,289203,20191009,100000,G289203,200.00
1,4444pd059,2,300271,289204,20191009,100000,G289204,200.00
1,4949pd003,1,603535,289205,20191009,100000,G289205,200.00
1,4545pd061,2,002339,289206,20191009,100000,G289206,200.00
1,4040pd032,2,300765,289207,20191009,100000,G289207,200.00
1,4343pd074,1,600683,289208,20191009,100000,G289208,200.00
1,4444pd069,1,600807,289209,20191009,100000,G289209,200.00
1,4545pd075,1,600891,289210,20191009,100000,G289210,200.00
1,4646pd038,2,300350,289211,20191009,100000,G289211,200.00
1,4444pd078,2,002125,289212,20191009,100000,G289212,200.00
1,4545pd007,2,002209,289213,20191009,100000,G289213,200.00
1,4848pd011,1,600265,289214,20191009,100000,G289214,200.00
1,4848pd044,1,603337,289215,20191009,100000,G289215,200.00
1,4545pd007,1,603535,289216,20191009,100000,G289216,200.00
1,4747pd024,1,600083,289217,20191009,100000,G289217,200.00
1,4040pd048,2,300626,289218,20191009,100000,G289218,200.00
1,4040pd074,2,300069,289219,20191009,100000,G289219,200.00
1,4242pd041,1,600083,289220,20191009,100000,G289220,200.00
1,4141pd087,2,000799,289221,20191009,100000,G289221,200.00
1,4545pd052,2,300013,289222,20191009,100000,G289222,200.00
1,4848pd030,1,603877,289223,20191009,100000,G289223,200.00
1,4444pd038,2,002019,289224,20191009,100000,G289224,200.00
1,4646pd053,2,002946,289225,20191009,100000,G289225,200.00
1,4949pd084,2,300760,289226,20191009,100000,G289226,200.00
1,4242pd053,1,600131,289227,20191009,100000,G289227,200.00
1,4141pd047,2,000593,289228,20191009,100000,G289228,200.00
1,4545pd064,2,002443,289229,20191009,100000,G289229,200.00
1,4444pd038,2,002019,289230,20191009,100000,G289230,200.00
1,4242pd061,1,600170,289231,20191009,100000,G289231,200.00
1,4848pd018,2,300042,289232,20191009,100000,G289232,200.00
1,4040pd065,2,300159,289233,20191009,100000,G289233,200.00
1,4949pd053,1,603045,289234,20191009,100000,G289234,200.00
1,4949pd074,2,002950,289235,20191009,100000,G289235,200.00
1,4242pd074,1,600222,289236,20191009,100000,G289236,200.00
1,4343pd023,1,603997,289237,20191009,100000,G289237,200.00
1,4545pd051,2,002416,289238,20191009,100000,G289238,200.00
1,4444pd038,2,002824,289239,20191009,100000,G289239,200.00
1,4646pd059,1,600815,289240,20191009,100000,G289240,200.00
1,4141pd079,2,000757,289241,20191009,100000,G289241,200.00
1,4444pd061,1,600017,289242,20191009,100000,G289242,200.00
1,4646pd019,2,002629,289243,20191009,100000,G289243,200.00
1,4545pd083,2,000006,289244,20191009,100000,G289244,200.00
1,4343pd100,1,600782,289245,20191009,100000,G289245,200.00
1,4646pd031,2,300280,289246,20191009,100000,G289246,200.00
1,4040pd045,2,002251,289247,20191009,100000,G289247,200.00
1,4747pd084,1,603036,289248,20191009,100000,G289248,200.00
1,4747pd069,1,603018,289249,20191009,100000,G289249,200.00
1,4444pd008,1,600815,289250,20191009,100000,G289250,200.00
1,4040pd046,2,300137,289251,20191009,100000,G289251,200.00
1,4949pd074,2,002939,289252,20191009,100000,G289252,200.00
1,4545pd054,2,300015,289253,20191009,100000,G289253,200.00
1,4949pd054,1,601138,289254,20191009,100000,G289254,200.00
1,4343pd092,1,600452,289255,20191009,100000,G289255,200.00
1,4343pd2,2,300541,289256,20191009,100000,G289256,200.00
1,4545pd007,2,002209,289257,20191009,100000,G289257,200.00
1,4747pd097,2,002785,289258,20191009,100000,G289258,200.00
1,4040pd046,2,000416,289259,20191009,100000,G289259,200.00
1,4949pd097,1,603707,289260,20191009,100000,G289260,200.00
1,4444pd065,2,002087,289261,20191009,100000,G289261,200.00
1,4040pd015,2,300088,289262,20191009,100000,G289262,200.00
1,4343pd2,1,600346,289263,20191009,100000,G289263,200.00
1,4343pd022,1,600448,289264,20191009,100000,G289264,200.00
1,4848pd057,1,600506,289265,20191009,100000,G289265,200.00
1,4242pd052,1,600129,289266,20191009,100000,G289266,200.00
1,4141pd046,2,000590,289267,20191009,100000,G289267,200.00
1,4949pd097,1,688099,289268,20191009,100000,G289268,200.00
1,4848pd057,2,002051,289269,20191009,100000,G289269,200.00
1,4242pd019,2,300629,289270,20191009,100000,G289270,200.00
1,4949pd067,1,600769,289271,20191009,100000,G289271,200.00
1,4141pd042,2,000563,289272,20191009,100000,G289272,200.00
1,4848pd092,1,603707,289273,20191009,100000,G289273,200.00
1,4949pd063,1,603217,289274,20191009,100000,G289274,200.00
1,4545pd007,2,002016,289275,20191009,100000,G289275,200.00
1,4444pd047,1,600982,289276,20191009,100000,G289276,200.00
1,4242pd088,1,600285,289277,20191009,100000,G289277,200.00
1,4141pd060,2,000066,289278,20191009,100000,G289278,200.00
1,4141pd047,1,603108,289279,20191009,100000,G289279,200.00
1,4747pd064,2,002356,289280,20191009,100000,G289280,200.00
1,4747pd001,2,300149,289281,20191009,100000,G289281,200.00
1,4646pd093,2,002724,289282,20191009,100000,G289282,200.00
1,4545pd021,2,002256,289283,20191009,100000,G289283,200.00
1,4545pd066,1,600779,289284,20191009,100000,G289284,200.00
1,4545pd034,1,603700,289285,20191009,100000,G289285,200.00
1,4343pd057,1,600605,289286,20191009,100000,G289286,200.00
1,4848pd060,1,600766,289287,20191009,100000,G289287,200.00
1,4040pd011,2,300084,289288,20191009,100000,G289288,200.00
1,4646pd058,2,002665,289289,20191009,100000,G289289,200.00
1,4545pd013,2,002225,289290,20191009,100000,G289290,200.00
1,4848pd069,1,603335,289291,20191009,100000,G289291,200.00
1,4848pd061,1,603501,289292,20191009,100000,G289292,200.00
1,4747pd097,1,603689,289293,20191009,100000,G289293,200.00
1,4444pd078,1,601007,289294,20191009,100000,G289294,200.00
1,4848pd005,1,600129,289295,20191009,100000,G289295,200.00
1,4949pd074,1,603089,289296,20191009,100000,G289296,200.00
1,4040pd069,2,300167,289297,20191009,100000,G289297,200.00
1,4242pd049,1,600116,289298,20191009,100000,G289298,200.00
1,4343pd072,1,600674,289299,20191009,100000,G289299,200.00
1,4747pd070,2,300760,289300,20191009,100000,G289300,200.00
1,4343pd079,1,600340,289301,20191009,100000,G289301,200.00
1,4040pd012,2,002445,289302,20191009,100000,G289302,200.00
1,4848pd018,2,300408,289303,20191009,100000,G289303,200.00
1,4545pd062,2,300139,289304,20191009,100000,G289304,200.00
1,4141pd027,2,300055,289305,20191009,100000,G289305,200.00
1,4545pd074,2,002352,289306,20191009,100000,G289306,200.00
1,4343pd006,1,600362,289307,20191009,100000,G289307,200.00
1,4949pd083,2,002187,289308,20191009,100000,G289308,200.00
1,4545pd012,1,600811,289309,20191009,100000,G289309,200.00
1,4242pd069,1,600201,289310,20191009,100000,G289310,200.00
1,4848pd004,2,300450,289311,20191009,100000,G289311,200.00
1,4444pd074,2,002121,289312,20191009,100000,G289312,200.00
1,4545pd038,2,002506,289313,20191009,100000,G289313,200.00
1,4343pd006,1,600362,289314,20191009,100000,G289314,200.00
1,4747pd001,1,603997,289315,20191009,100000,G289315,200.00
1,4848pd069,2,300639,289316,20191009,100000,G289316,200.00
1,4949pd060,1,603389,289317,20191009,100000,G289317,200.00
1,4040pd059,2,002743,289318,20191009,100000,G289318,200.00
1,4747pd014,2,300643,289319,20191009,100000,G289319,200.00
1,4646pd004,2,300230,289320,20191009,100000,G289320,200.00
1,4747pd087,2,300549,289321,20191009,100000,G289321,200.00
1,4949pd095,2,002957,289322,20191009,100000,G289322,200.00
1,4747pd087,2,300549,289323,20191009,100000,G289323,200.00
1,4646pd092,2,300385,289324,20191009,100000,G289324,200.00
1,4848pd027,1,603966,289325,20191009,100000,G289325,200.00
1,4848pd043,2,000688,289326,20191009,100000,G289326,200.00
1,4646pd017,2,002830,289327,20191009,100000,G289327,200.00
1,4747pd056,2,002821,289328,20191009,100000,G289328,200.00
1,4040pd012,2,000488,289329,20191009,100000,G289329,200.00
1,4141pd027,1,600477,289330,20191009,100000,G289330,200.00
1,4141pd060,2,000659,289331,20191009,100000,G289331,200.00
1,4444pd090,2,002145,289332,20191009,100000,G289332,200.00
1,4444pd048,2,002040,289333,20191009,100000,G289333,200.00
1,4141pd054,2,002145,289334,20191009,100000,G289334,200.00
1,4848pd091,2,000883,289335,20191009,100000,G289335,200.00
1,4141pd047,1,600207,289336,20191009,100000,G289336,200.00
1,4343pd014,1,600396,289337,20191009,100000,G289337,200.00
1,4141pd087,2,002734,289338,20191009,100000,G289338,200.00
1,4646pd029,2,002636,289339,20191009,100000,G289339,200.00
1,4242pd090,2,300633,289340,20191009,100000,G289340,200.00
1,4343pd006,1,600365,289341,20191009,100000,G289341,200.00
1,4444pd048,1,600027,289342,20191009,100000,G289342,200.00
1,4848pd048,2,002101,289343,20191009,100000,G289343,200.00
1,4545pd4,2,002197,289344,20191009,100000,G289344,200.00
1,4242pd079,2,000720,289345,20191009,100000,G289345,200.00
1,4949pd083,2,002340,289346,20191009,100000,G289346,200.00
1,4949pd031,1,603605,289347,20191009,100000,G289347,200.00
1,4848pd028,2,300566,289348,20191009,100000,G289348,200.00
1,4545pd086,2,300055,289349,20191009,100000,G289349,200.00
1,4747pd023,1,600959,289350,20191009,100000,G289350,200.00
1,4747pd084,1,603036,289351,20191009,100000,G289351,200.00
1,4242pd069,2,002598,289352,20191009,100000,G289352,200.00
1,4646pd010,1,601965,289353,20191009,100000,G289353,200.00
1,4646pd059,2,300270,289354,20191009,100000,G289354,200.00
1,4747pd023,1,600959,289355,20191009,100000,G289355,200.00
1,4848pd047,1,600996,289356,20191009,100000,G289356,200.00
1,4242pd071,2,002660,289357,20191009,100000,G289357,200.00
1,4141pd073,2,300576,289358,20191009,100000,G289358,200.00
1,4747pd014,2,300415,289359,20191009,100000,G289359,200.00
1,4242pd070,2,002538,289360,20191009,100000,G289360,200.00
1,4747pd011,1,603088,289361,20191009,100000,G289361,200.00
1,4848pd069,2,300605,289362,20191009,100000,G289362,200.00
1,4646pd021,2,300272,289363,20191009,100000,G289363,200.00
1,4242pd079,1,600242,289364,20191009,100000,G289364,200.00
1,4545pd049,1,603801,289365,20191009,100000,G289365,200.00
1,4747pd011,1,603355,289366,20191009,100000,G289366,200.00
1,4747pd071,2,002755,289367,20191009,100000,G289367,200.00
1,4040pd015,2,002568,289368,20191009,100000,G289368,200.00
1,4343pd027,1,600477,289369,20191009,100000,G289369,200.00
1,4040pd005,2,300069,289370,20191009,100000,G289370,200.00
1,4646pd041,2,002662,289371,20191009,100000,G289371,200.00
1,4848pd061,1,603926,289372,20191009,100000,G289372,200.00
1,4343pd033,1,600502,289373,20191009,100000,G289373,200.00
1,4040pd050,2,002505,289374,20191009,100000,G289374,200.00
1,4141pd014,2,000060,289375,20191009,100000,G289375,200.00
1,4949pd055,2,300750,289376,20191009,100000,G289376,200.00
1,4444pd050,2,300551,289377,20191009,100000,G289377,200.00
1,4646pd081,2,300369,289378,20191009,100000,G289378,200.00
1,4848pd061,1,600502,289379,20191009,100000,G289379,200.00
1,4545pd073,2,002367,289380,20191009,100000,G289380,200.00
1,4444pd069,2,300566,289381,20191009,100000,G289381,200.00
1,4141pd058,2,000651,289382,20191009,100000,G289382,200.00
1,4848pd082,1,600677,289383,20191009,100000,G289383,200.00
1,4040pd055,2,300008,289384,20191009,100000,G289384,200.00
1,4141pd060,2,300661,289385,20191009,100000,G289385,200.00
1,4040pd059,2,300605,289386,20191009,100000,G289386,200.00
1,4747pd023,1,603730,289387,20191009,100000,G289387,200.00
1,4646pd011,1,601901,289388,20191009,100000,G289388,200.00
1,4343pd040,1,600533,289389,20191009,100000,G289389,200.00
1,4242pd032,1,600038,289390,20191009,100000,G289390,200.00
1,4343pd044,1,603926,289391,20191009,100000,G289391,200.00
1,4343pd024,1,600460,289392,20191009,100000,G289392,200.00
1,4646pd018,2,000852,289393,20191009,100000,G289393,200.00
1,4343pd033,2,002186,289394,20191009,100000,G289394,200.00
1,4343pd033,1,600502,289395,20191009,100000,G289395,200.00
1,4141pd028,2,000503,289396,20191009,100000,G289396,200.00
1,4747pd077,1,600308,289397,20191009,100000,G289397,200.00
1,4949pd060,1,601598,289398,20191009,100000,G289398,200.00
1,4747pd034,1,603608,289399,20191009,100000,G289399,200.00
1,4242pd095,1,601901,289400,20191009,100000,G289400,200.00
1,4848pd091,1,603801,289401,20191009,100000,G289401,200.00
1,4242pd051,1,600123,289402,20191009,100000,G289402,200.00
1,4242pd088,1,600285,289403,20191009,100000,G289403,200.00
1,4646pd011,2,300242,289404,20191009,100000,G289404,200.00
1,4949pd042,2,300624,289405,20191009,100000,G289405,200.00
1,4141pd096,2,002912,289406,20191009,100000,G289406,200.00
1,4646pd010,2,002597,289407,20191009,100000,G289407,200.00
1,4949pd009,1,603839,289408,20191009,100000,G289408,200.00
1,4545pd075,2,300189,289409,20191009,100000,G289409,200.00
1,4242pd094,2,300088,289410,20191009,100000,G289410,200.00
1,4343pd073,1,600677,289411,20191009,100000,G289411,200.00
1,4343pd025,1,600466,289412,20191009,100000,G289412,200.00
1,4343pd099,1,600308,289413,20191009,100000,G289413,200.00
1,4848pd081,1,603233,289414,20191009,100000,G289414,200.00
1,4848pd039,2,300598,289415,20191009,100000,G289415,200.00
1,4040pd039,2,002500,289416,20191009,100000,G289416,200.00
1,4141pd025,1,600778,289417,20191009,100000,G289417,200.00
1,4545pd042,2,002303,289418,20191009,100000,G289418,200.00
1,4242pd094,2,300598,289419,20191009,100000,G289419,200.00
1,4141pd015,2,000066,289420,20191009,100000,G289420,200.00
1,4949pd088,1,688008,289421,20191009,100000,G289421,200.00
1,4040pd005,1,601929,289422,20191009,100000,G289422,200.00
1,4242pd060,2,300442,289423,20191009,100000,G289423,200.00
1,4949pd020,1,601108,289424,20191009,100000,G289424,200.00
1,4848pd005,1,601398,289425,20191009,100000,G289425,200.00
1,4848pd025,2,002845,289426,20191009,100000,G289426,200.00
1,4747pd001,1,603389,289427,20191009,100000,G289427,200.00
1,4242pd070,1,600210,289428,20191009,100000,G289428,200.00
1,4747pd013,1,603899,289429,20191009,100000,G289429,200.00
1,4747pd014,2,300415,289430,20191009,100000,G289430,200.00
1,4242pd052,2,300103,289431,20191009,100000,G289431,200.00
1,4545pd073,2,002364,289432,20191009,100000,G289432,200.00
1,4646pd061,2,002130,289433,20191009,100000,G289433,200.00
1,4747pd044,1,603569,289434,20191009,100000,G289434,200.00
1,4949pd093,1,688066,289435,20191009,100000,G289435,200.00
1,4444pd065,2,002087,289436,20191009,100000,G289436,200.00
1,4141pd087,2,300138,289437,20191009,100000,G289437,200.00
1,4949pd056,1,603587,289438,20191009,100000,G289438,200.00
1,4343pd099,2,300442,289439,20191009,100000,G289439,200.00
1,4646pd010,2,002597,289440,20191009,100000,G289440,200.00
1,4242pd070,1,600210,289441,20191009,100000,G289441,200.00
1,4545pd034,1,603217,289442,20191009,100000,G289442,200.00
1,4747pd074,1,603268,289443,20191009,100000,G289443,200.00
1,4545pd043,1,600129,289444,20191009,100000,G289444,200.00
1,4141pd023,2,002256,289445,20191009,100000,G289445,200.00
1,4747pd024,1,603188,289446,20191009,100000,G289446,200.00
1,4343pd026,1,600470,289447,20191009,100000,G289447,200.00
1,4545pd073,1,603733,289448,20191009,100000,G289448,200.00
1,4747pd087,2,002829,289449,20191009,100000,G289449,200.00
1,4040pd018,2,002636,289450,20191009,100000,G289450,200.00
1,4444pd052,1,600867,289451,20191009,100000,G289451,200.00
1,4848pd078,2,300626,289452,20191009,100000,G289452,200.00
1,4646pd081,2,300369,289453,20191009,100000,G289453,200.00
1,4040pd034,2,002472,289454,20191009,100000,G289454,200.00
1,4444pd078,1,601007,289455,20191009,100000,G289455,200.00
1,4343pd047,1,600562,289456,20191009,100000,G289456,200.00
1,4545pd094,2,002414,289457,20191009,100000,G289457,200.00
1,4242pd2,1,600682,289458,20191009,100000,G289458,200.00
1,4141pd034,2,000530,289459,20191009,100000,G289459,200.00
1,4141pd049,1,603599,289460,20191009,100000,G289460,200.00
1,4747pd087,2,300549,289461,20191009,100000,G289461,200.00
1,4444pd091,2,002659,289462,20191009,100000,G289462,200.00
1,4444pd040,2,002743,289463,20191009,100000,G289463,200.00
1,4646pd053,2,000420,289464,20191009,100000,G289464,200.00
1,4040pd025,1,600604,289465,20191009,100000,G289465,200.00
1,4242pd007,2,000909,289466,20191009,100000,G289466,200.00
1,4040pd097,1,600176,289467,20191009,100000,G289467,200.00
1,4242pd019,1,603078,289468,20191009,100000,G289468,200.00
1,4040pd032,2,002566,289469,20191009,100000,G289469,200.00
1,4343pd033,1,600400,289470,20191009,100000,G289470,200.00
1,4646pd082,1,600168,289471,20191009,100000,G289471,200.00
1,4444pd010,1,600643,289472,20191009,100000,G289472,200.00
1,4848pd082,2,300685,289473,20191009,100000,G289473,200.00
1,4949pd010,2,300690,289474,20191009,100000,G289474,200.00
1,4040pd005,2,300055,289475,20191009,100000,G289475,200.00
1,4444pd015,1,600846,289476,20191009,100000,G289476,200.00
1,4343pd015,2,002724,289477,20191009,100000,G289477,200.00
1,4545pd086,2,002699,289478,20191009,100000,G289478,200.00
1,4747pd087,2,300369,289479,20191009,100000,G289479,200.00
1,4949pd024,2,002194,289480,20191009,100000,G289480,200.00
1,4343pd074,2,002728,289481,20191009,100000,G289481,200.00
1,4747pd022,1,603116,289482,20191009,100000,G289482,200.00
1,4141pd045,2,300242,289483,20191009,100000,G289483,200.00
1,4949pd072,2,002941,289484,20191009,100000,G289484,200.00
1,4848pd061,2,300344,289485,20191009,100000,G289485,200.00
1,4343pd072,1,600674,289486,20191009,100000,G289486,200.00
1,4343pd056,1,600604,289487,20191009,100000,G289487,200.00
1,4747pd031,1,601800,289488,20191009,100000,G289488,200.00
1,4848pd009,2,300551,289489,20191009,100000,G289489,200.00
1,4444pd092,2,002163,289490,20191009,100000,G289490,200.00
1,4040pd005,2,002499,289491,20191009,100000,G289491,200.00
1,4848pd091,1,603801,289492,20191009,100000,G289492,200.00
1,4343pd092,1,600751,289493,20191009,100000,G289493,200.00
1,4545pd040,2,300370,289494,20191009,100000,G289494,200.00
1,4141pd4,2,300385,289495,20191009,100000,G289495,200.00
1,4242pd006,2,000903,289496,20191009,100000,G289496,200.00
1,4646pd006,2,002778,289497,20191009,100000,G289497,200.00
1,4444pd078,1,600674,289498,20191009,100000,G289498,200.00
1,4040pd036,2,300128,289499,20191009,100000,G289499,200.00
1,4949pd100,1,600356,289500,20191009,100000,G289500,200.00
1,4141pd2,1,603580,289501,20191009,100000,G289501,200.00
1,4949pd085,2,300765,289502,20191009,100000,G289502,200.00
1,4848pd096,2,300069,289503,20191009,100000,G289503,200.00
1,4747pd096,2,300059,289504,20191009,100000,G289504,200.00
1,4545pd056,2,002320,289505,20191009,100000,G289505,200.00
1,4747pd005,2,300217,289506,20191009,100000,G289506,200.00
1,4949pd012,2,300602,289507,20191009,100000,G289507,200.00
1,4545pd033,2,002300,289508,20191009,100000,G289508,200.00
1,4242pd053,2,002484,289509,20191009,100000,G289509,200.00
1,4646pd062,2,300322,289510,20191009,100000,G289510,200.00
1,4343pd100,2,300456,289511,20191009,100000,G289511,200.00
1,4242pd041,1,600085,289512,20191009,100000,G289512,200.00
1,4949pd010,2,300692,289513,20191009,100000,G289513,200.00
1,4242pd020,2,000973,289514,20191009,100000,G289514,200.00
1,4343pd066,1,600645,289515,20191009,100000,G289515,200.00
1,4545pd077,2,002291,289516,20191009,100000,G289516,200.00
1,4848pd005,2,300224,289517,20191009,100000,G289517,200.00
1,4242pd090,1,600295,289518,20191009,100000,G289518,200.00
1,4949pd031,1,603605,289519,20191009,100000,G289519,200.00
1,4646pd005,2,300765,289520,20191009,100000,G289520,200.00
1,4242pd083,2,002416,289521,20191009,100000,G289521,200.00
1,4040pd064,2,300529,289522,20191009,100000,G289522,200.00
1,4747pd071,2,000585,289523,20191009,100000,G289523,200.00
1,4242pd010,2,000010,289524,20191009,100000,G289524,200.00
1,4141pd080,2,300157,289525,20191009,100000,G289525,200.00
1,4646pd070,2,002686,289526,20191009,100000,G289526,200.00
1,4242pd082,1,600256,289527,20191009,100000,G289527,200.00
1,4545pd018,2,000795,289528,20191009,100000,G289528,200.00
1,4848pd087,1,603286,289529,20191009,100000,G289529,200.00
1,4545pd056,2,002320,289530,20191009,100000,G289530,200.00
1,4141pd086,2,000796,289531,20191009,100000,G289531,200.00
1,4848pd029,1,600959,289532,20191009,100000,G289532,200.00
1,4040pd014,2,002450,289533,20191009,100000,G289533,200.00
1,4343pd014,1,600397,289534,20191009,100000,G289534,200.00
1,4747pd022,1,603839,289535,20191009,100000,G289535,200.00
1,4848pd047,1,600996,289536,20191009,100000,G289536,200.00
1,4040pd097,2,000062,289537,20191009,100000,G289537,200.00
1,4040pd097,2,002403,289538,20191009,100000,G289538,200.00
1,4444pd045,1,600961,289539,20191009,100000,G289539,200.00
1,4343pd065,1,600973,289540,20191009,100000,G289540,200.00
1,4444pd015,2,002841,289541,20191009,100000,G289541,200.00
1,4747pd088,1,603258,289542,20191009,100000,G289542,200.00
1,4242pd052,2,000590,289543,20191009,100000,G289543,200.00
1,4545pd086,2,002189,289544,20191009,100000,G289544,200.00
1,4747pd044,2,300480,289545,20191009,100000,G289545,200.00
1,4848pd004,2,300450,289546,20191009,100000,G289546,200.00
1,4444pd069,2,002100,289547,20191009,100000,G289547,200.00
1,4646pd005,2,300446,289548,20191009,100000,G289548,200.00
1,4444pd026,2,300450,289549,20191009,100000,G289549,200.00
1,4545pd094,2,002686,289550,20191009,100000,G289550,200.00
1,4747pd023,1,600889,289551,20191009,100000,G289551,200.00
1,4444pd069,2,002101,289552,20191009,100000,G289552,200.00
1,4343pd087,1,600732,289553,20191009,100000,G289553,200.00
1,4747pd095,2,300570,289554,20191009,100000,G289554,200.00
1,4747pd045,2,300490,289555,20191009,100000,G289555,200.00
1,4747pd001,2,300318,289556,20191009,100000,G289556,200.00
1,4343pd044,1,600335,289557,20191009,100000,G289557,200.00
1,4343pd097,2,300541,289558,20191009,100000,G289558,200.00
1,4141pd046,2,000590,289559,20191009,100000,G289559,200.00
